date,speaker,party,sentence
2004-10-05,CHENEY,Rep,"And we also then finally had to stand up democracies in their stead afterwards, because that was the only way to guarantee that these states would not again become safe harbors for terror or for the development of deadly weapons."
2004-10-05,CHENEY,Rep,"Concern about Iraq specifically focused on the fact that Saddam Hussein had been, for years, listed on the state sponsor of terror, that they he had established relationships with Abu Nidal, who operated out of Baghdad; he paid $25,000 to the families of suicide bombers; and he had an established relationship with Al Qaida."
2004-10-05,CHENEY,Rep,"Specifically, look at George Tenet, the CIA director's testimony before the Committee on Foreign Relations two years ago when he talked about a 10-year relationship."
2004-10-05,CHENEY,Rep,The effort that we've mounted with respect to Iraq focused specifically on the possibility that this was the most likely nexus between the terrorists and weapons of mass destruction.
2004-10-05,CHENEY,Rep,The biggest threat we faced today is the possibility of terrorists smuggling a nuclear weapon or a biological agent into one of our own cities and threatening the lives of hundreds of thousands of Americans.
2004-10-05,CHENEY,Rep,What we did in Iraq was exactly the right thing to do.
2004-10-05,CHENEY,Rep,"If I had it to recommend all over again, I would recommend exactly the same course of action."
2004-10-05,CHENEY,Rep,"The world is far safer today because Saddam Hussein is in jail, his government is no longer in power."
2004-10-05,CHENEY,Rep,And we did exactly the right thing.
2004-10-05,EDWARDS,Dem,Thank you.
2004-10-05,EDWARDS,Dem,"Thank you, Gwen, for moderating this debate."
2004-10-05,EDWARDS,Dem,Thank you to the folks of Case Western and all the people in Ohio for having us here.
2004-10-05,EDWARDS,Dem,Mr.
2004-10-05,EDWARDS,Dem,"Vice President, you are still not being straight with the American people."
2004-10-05,EDWARDS,Dem,"I mean, the reality you and George Bush continue to tell people, first, that things are going well in Iraq -- the American people don't need us to explain this to them, they see it on their television every single day."
2004-10-05,EDWARDS,Dem,We lost more troops in September than we lost in August; lost more in August than we lost in July; lost more in July than we lost in June.
2004-10-05,EDWARDS,Dem,"The truth is, our men and women in uniform have been heroic."
2004-10-05,EDWARDS,Dem,Our military has done everything they've been asked to do.
2004-10-05,EDWARDS,Dem,And it's not just me that sees the mess in Iraq.
2004-10-05,EDWARDS,Dem,"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse."
2004-10-05,EDWARDS,Dem,"And when they were asked why, Richard Lugar said because of the incompetence of the administration."
2004-10-05,EDWARDS,Dem,What Paul Bremer said yesterday is they didn't have enough troops to secure the country.
2004-10-05,EDWARDS,Dem,They also didn't have a plan to win the peace.
2004-10-05,EDWARDS,Dem,They also didn't put the alliances together to make this successful.
2004-10-05,EDWARDS,Dem,We need a fresh start.
2004-10-05,EDWARDS,Dem,"We need a president who will speed up the training of the Iraqis, get more staff in for doing that."
2004-10-05,EDWARDS,Dem,We need to speed up the reconstruction so the Iraqis see some tangible benefit.
2004-10-05,EDWARDS,Dem,"We need a new president who has the credibility, which John Kerry has, to bring others into this effort."
2004-10-05,CHENEY,Rep,We've made significant progress in Iraq.
2004-10-05,CHENEY,Rep,We've stood up a new government that's been in power now only 90 days.
2004-10-05,CHENEY,Rep,"The notion of additional troops is talked about frequently, but the point of success in Iraq will be reached when we have turned governance over to the Iraqi people; they have been able to establish a democratic government."
2004-10-05,CHENEY,Rep,They're well on their way to doing that.
2004-10-05,CHENEY,Rep,They will have free elections next January for the first time in history.
2004-10-05,CHENEY,Rep,"We also are actively, rapidly training Iraqis to take on the security responsibility."
2004-10-05,CHENEY,Rep,Those two steps are crucial to success in Iraq.
2004-10-05,CHENEY,Rep,"They're well in hand, well under way."
2004-10-05,CHENEY,Rep,"And I'm confident that, in fact, we'll get the job done."
2004-10-05,EDWARDS,Dem,Yes.
2004-10-05,EDWARDS,Dem,Mr.
2004-10-05,EDWARDS,Dem,"Vice President, there is no connection between the attacks of September 11th and Saddam Hussein."
2004-10-05,EDWARDS,Dem,The 9/11 Commission has said it.
2004-10-05,EDWARDS,Dem,Your own secretary of state has said it.
2004-10-05,EDWARDS,Dem,And you've gone around the country suggesting that there is some connection.
2004-10-05,EDWARDS,Dem,There is not.
2004-10-05,EDWARDS,Dem,And in fact the CIA is now about to report that the connection between Al Qaida and Saddam Hussein is tenuous at best.
2004-10-05,EDWARDS,Dem,"And, in fact, the secretary of defense said yesterday that he knows of no hard evidence of the connection."
2004-10-05,EDWARDS,Dem,We need to be straight with the American people.
2004-10-05,EDWARDS,Dem,Here's what it means: It means that Saddam Hussein needed to be confronted.
2004-10-05,EDWARDS,Dem,John Kerry and I have consistently said that.
2004-10-05,EDWARDS,Dem,That's why we voted for the resolution.
2004-10-05,EDWARDS,Dem,But it also means it needed to be done the right way.
2004-10-05,EDWARDS,Dem,"And doing it the right way meant that we were prepared; that we gave the weapons inspectors time to find out what we now know, that in fact there were no weapons of mass destruction; that we didn't take our eye off the ball, which are Al Qaida, Osama bin Laden, the people who attacked us on September the 11th."
2004-10-05,EDWARDS,Dem,"Now, remember, we went into Afghanistan, which, by the way, was the right thing to do."
2004-10-05,EDWARDS,Dem,That was the right decision.
2004-10-05,EDWARDS,Dem,And our military performed terrifically there.
2004-10-05,EDWARDS,Dem,But we had Osama bin Laden cornered at Tora Bora.
2004-10-05,EDWARDS,Dem,We had the 10th Mountain Division up in Uzbekistan available.
2004-10-05,EDWARDS,Dem,We had the finest military in the world on the ground.
2004-10-05,EDWARDS,Dem,And what did we do?
2004-10-05,EDWARDS,Dem,We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history.
2004-10-05,EDWARDS,Dem,And what did the administration decide to do?
2004-10-05,EDWARDS,Dem,"They gave the responsibility of capturing and/or killing Saddam -- I mean Osama bin Laden to Afghan warlords who, just a few weeks before, had been working with Osama bin Laden."
2004-10-05,EDWARDS,Dem,Our point in this is not complicated: We were attacked by Al Qaida and Osama bin Laden.
2004-10-05,EDWARDS,Dem,We went into Afghanistan and very quickly the administration made a decision to divert attention from that and instead began to plan for the invasion of Iraq.
2004-10-05,EDWARDS,Dem,And these connections -- I want the American people to hear this very clearly.
2004-10-05,EDWARDS,Dem,Listen carefully to what the vice president is saying.
2004-10-05,EDWARDS,Dem,Because there is no connection between Saddam Hussein and the attacks of September 11th -- period.
2004-10-05,EDWARDS,Dem,The 9/11 Commission has said that's true.
2004-10-05,EDWARDS,Dem,Colin Powell has said it's true.
2004-10-05,EDWARDS,Dem,But the vice president keeps suggesting that there is.
2004-10-05,EDWARDS,Dem,There is not.
2004-10-05,EDWARDS,Dem,"And, in fact, any connection with Al Qaida is tenuous at best."
2004-10-05,CHENEY,Rep,The senator has got his facts wrong.
2004-10-05,CHENEY,Rep,"I have not suggested there's a connection between Iraq and 9/11, but there's clearly an established Iraqi track record with terror."
2004-10-05,CHENEY,Rep,"And the point is that that's the place where you're most likely to see the terrorists come together with weapons of mass destruction, the deadly technologies that Saddam Hussein had developed and used over the years."
2004-10-05,CHENEY,Rep,"Now, the fact of the matter is, the big difference here, Gwen, is they are not prepared to deal with states that sponsor terror."
2004-10-05,CHENEY,Rep,They've got a very limited view about how to use U.S.
2004-10-05,CHENEY,Rep,military forces to defend America.
2004-10-05,CHENEY,Rep,We heard Senator Kerry say the other night that there ought to be some kind of global test before U.S.
2004-10-05,CHENEY,Rep,troops are deployed preemptively to protect the United States.
2004-10-05,CHENEY,Rep,That's part of a track record that goes back to the 1970s when he ran for Congress the first time and said troops should not be deployed without U.N.
2004-10-05,CHENEY,Rep,approval.
2004-10-05,CHENEY,Rep,"Then, in the mid-'80s, he ran on the basis of cutting most of our major defense programs."
2004-10-05,CHENEY,Rep,"In 1991, he voted against Desert Storm."
2004-10-05,CHENEY,Rep,It's a consistent pattern over time of always being on the wrong side of defense issues.
2004-10-05,CHENEY,Rep,A little tough talk in the midst of a campaign or as part of a presidential debate cannot obscure a record of 30 years of being on the wrong side of defense issues.
2004-10-05,CHENEY,Rep,"And they give absolutely no indication, based on that record, of being wiling to go forward and aggressively pursue the war on terror with a kind of strategy that will work, that will defeat our enemies and will guarantee that the United States doesn't again get attacked by the likes of Al Qaida."
2004-10-05,CHENEY,Rep,"Gwen, we've never let up on Osama bin Laden from day one."
2004-10-05,CHENEY,Rep,We've actively and aggressively pursued him.
2004-10-05,CHENEY,Rep,We've captured or killed thousands of Al Qaida in various places around the world and especially in Afghanistan.
2004-10-05,CHENEY,Rep,"We'll continue to very aggressively pursue him, and I'm confident eventually we'll get him."
2004-10-05,CHENEY,Rep,"The key to success in Afghanistan has been, again, to go in and go after the terrorists, which we've done, and also take down the Taliban regime which allowed them to function there, in effect sponsors, if you will, of the Al Qaida organization."
2004-10-05,CHENEY,Rep,"John Edwards, two and a half years ago, six months after we went into Afghanistan announced that it was chaotic, the situation was deteriorating, the warlords were about to take over."
2004-10-05,CHENEY,Rep,"Here we are, two and a half years later, we're four days away from a democratic election, the first one in history in Afghanistan."
2004-10-05,CHENEY,Rep,"We've got 10 million voters who have registered to vote, nearly half of them women."
2004-10-05,CHENEY,Rep,That election will put in place a democratically elected government that will take over next December.
2004-10-05,CHENEY,Rep,"We've made enormous progress in Afghanistan, in exactly the right direction, in spite of what John Edwards said two and a half years ago."
2004-10-05,CHENEY,Rep,He just got it wrong.
2004-10-05,CHENEY,Rep,"The fact is, as we go forward in Afghanistan, we will pursue Osama bin Laden and the terrorists as long as necessary."
2004-10-05,CHENEY,Rep,We're standing up Afghan security forces so they can take on responsibility for their own security.
2004-10-05,CHENEY,Rep,We'll keep U.S.
2004-10-05,CHENEY,Rep,"forces there -- we have about 16,000 there today -- as long as necessary, to assist the Afghans in terms of dealing with their security situation."
2004-10-05,CHENEY,Rep,But they're making significant progress.
2004-10-05,CHENEY,Rep,"We have President Karzai, who is in power."
2004-10-05,CHENEY,Rep,They have done wonders writing their own constitution for the first time ever.
2004-10-05,CHENEY,Rep,Schools are open.
2004-10-05,CHENEY,Rep,Young girls are going to school.
2004-10-05,CHENEY,Rep,Women are going to vote.
2004-10-05,CHENEY,Rep,Women are even eligible to run for office.
2004-10-05,CHENEY,Rep,"This is major, major progress."
2004-10-05,CHENEY,Rep,"There will be democracy in Afghanistan, make no doubt about it."
2004-10-05,CHENEY,Rep,Freedom is the best antidote to terror.
2004-10-05,EDWARDS,Dem,Someone did get it wrong.
2004-10-05,EDWARDS,Dem,But it wasn't John Kerry and John Edwards.
2004-10-05,EDWARDS,Dem,They got it wrong.
2004-10-05,EDWARDS,Dem,"When we had Osama bin Laden cornered, they left the job to the Afghan warlords."
2004-10-05,EDWARDS,Dem,"They then diverted their attention from the very people who attacked us, who were at the center of the war on terror, and so Osama bin Laden is still at large."
2004-10-05,EDWARDS,Dem,"Now, I want to go back to something the vice president said just a minute ago, because these distortions are continuing."
2004-10-05,EDWARDS,Dem,He said that -- made mention of this global test.
2004-10-05,EDWARDS,Dem,"What John Kerry said -- and it's just as clear as day to anybody who was listening -- he said: We will find terrorists where they are and kill them before they ever do harm to the American people, first."
2004-10-05,EDWARDS,Dem,We will keep this country safe.
2004-10-05,EDWARDS,Dem,"He defended this country as a young man, he will defend this country as president of the United States."
2004-10-05,EDWARDS,Dem,He also said very clearly that he will never give any country veto power over the security of the United States of America.
2004-10-05,EDWARDS,Dem,"Now, I know the vice president would like to pretend that wasn't said, and the president would too."
2004-10-05,EDWARDS,Dem,But the reality is it was said.
2004-10-05,EDWARDS,Dem,"Here's what's actually happened in Afghanistan, regardless of this rosy scenario that they paint on Afghanistan, just like they do with Iraq."
2004-10-05,EDWARDS,Dem,What's actually happened is they're now providing 75 percent of the world's opium.
2004-10-05,EDWARDS,Dem,"Not only are they providing 75 percent of the world's opium, large-cut parts of the country are under the control of drug lords and warlords."
2004-10-05,EDWARDS,Dem,Big parts of the country are still insecure.
2004-10-05,EDWARDS,Dem,"And the reality is the part of Afghanistan, eastern Afghanistan, where Osama bin Laden is, is one of the hardest places to control and the most insecure, Gwen."
2004-10-05,CHENEY,Rep,Twenty years ago we had a similar situation in El Salvador.
2004-10-05,CHENEY,Rep,"We had -- guerrilla insurgency controlled roughly a third of the country, 75,000 people dead, and we held free elections."
2004-10-05,CHENEY,Rep,I was there as an observer on behalf of the Congress.
2004-10-05,CHENEY,Rep,"The human drive for freedom, the determination of these people to vote, was unbelievable."
2004-10-05,CHENEY,Rep,"And the terrorists would come in and shoot up polling places; as soon as they left, the voters would come back and get in line and would not be denied the right to vote."
2004-10-05,CHENEY,Rep,And today El Salvador is a whale of a lot better because we held free elections.
2004-10-05,CHENEY,Rep,The power of that concept is enormous.
2004-10-05,CHENEY,Rep,"And it will apply in Afghanistan, and it will apply as well in Iraq."
2004-10-05,EDWARDS,Dem,The vice president just said that we should focus on state sponsors of terrorism.
2004-10-05,EDWARDS,Dem,Iran has moved forward with its nuclear weapons program.
2004-10-05,EDWARDS,Dem,They're more dangerous today than they were four years ago.
2004-10-05,EDWARDS,Dem,"North Korea has moved forward with their nuclear weapons program, gone from one to two nuclear weapons to six to eight nuclear weapons."
2004-10-05,EDWARDS,Dem,"This vice president has been an advocate for over a decade for lifting sanctions against Iran, the largest state sponsor of terrorism on the planet."
2004-10-05,EDWARDS,Dem,It's a mistake.
2004-10-05,EDWARDS,Dem,"We should not only not lift them, we should strengthen those sanctions."
2004-10-05,EDWARDS,Dem,Sure.
2004-10-05,EDWARDS,Dem,"Well, let me say, first, he said in the same segment -- I don't remember precisely where it was connected with what you just read -- but he said, point blank, ""We will never give anyone a veto over the security of the United States of America."" What he's saying is we're going to go back to the proud tradition of the United States of America and presidents of the United States of America for the last 50 to 75 years."
2004-10-05,EDWARDS,Dem,"First, we're going to actually tell the American people the truth."
2004-10-05,EDWARDS,Dem,We're going to tell them the truth about what's happening.
2004-10-05,EDWARDS,Dem,"We're not going to suggest to them that things are going well in Iraq or anyplace else when, in fact, they're not."
2004-10-05,EDWARDS,Dem,We're going to make sure that the American people know the truth about why we are using force and what the explanation for it is.
2004-10-05,EDWARDS,Dem,And it's not just the American people.
2004-10-05,EDWARDS,Dem,We're also going to make sure that we tell the world the truth.
2004-10-05,EDWARDS,Dem,"Because the reality is, for America to lead, for America to do what it's done for 50 years before this president and vice president came into office, it is critical that we be credible."
2004-10-05,EDWARDS,Dem,"It is critical that they believe that when America takes action, they can trust what we're doing, what we say, what we say at the United Nations, what we say in direct conversations with leaders of the world -- of other countries."
2004-10-05,EDWARDS,Dem,"They need to know that the credibility of the United States is always good, because they will not follow us without that."
2004-10-05,EDWARDS,Dem,"And unfortunately, we're seeing the consequences of that right now."
2004-10-05,EDWARDS,Dem,It's one of the reasons that we're having so much difficulty getting others involved in the effort in Iraq.
2004-10-05,EDWARDS,Dem,"You know, we've taken 90 percent of the coalition causalities."
2004-10-05,EDWARDS,Dem,American taxpayers have borne 90 percent of the costs of the effort in Iraq.
2004-10-05,EDWARDS,Dem,And we see the result of there not being a coalition: The first Gulf war cost America $5 billion.
2004-10-05,EDWARDS,Dem,We're at $200 billion and counting.
2004-10-05,EDWARDS,Dem,John Kerry will never give up control over the security of the United States of America to any other country.
2004-10-05,EDWARDS,Dem,We will not outsource our responsibility to keep this country safe.
2004-10-05,CHENEY,Rep,"Well, Gwen, the 90 percent figure is just dead wrong."
2004-10-05,CHENEY,Rep,"When you include the Iraqi security forces that have suffered casualties, as well as the allies, they've taken almost 50 percent of the casualties in operations in Iraq, which leaves the U.S."
2004-10-05,CHENEY,Rep,"with 50 percent, not 90 percent."
2004-10-05,CHENEY,Rep,"With respect to the cost, it wasn't $200 billion."
2004-10-05,CHENEY,Rep,You probably weren't there to vote for that.
2004-10-05,CHENEY,Rep,"But $120 billion is, in fact, what has been allocated to Iraq."
2004-10-05,CHENEY,Rep,The rest of it's for Afghanistan and the global war on terror.
2004-10-05,CHENEY,Rep,The allies have stepped forward and agreed to reduce and forgive Iraqi debt to the tune of nearly $80 billion by one estimate.
2004-10-05,CHENEY,Rep,"That, plus $14 billion they promised in terms of direct aid, puts the overall allied contribution financially at about $95 billion, not to the $120 billion we've got, but, you know, better than 40 percent."
2004-10-05,CHENEY,Rep,"So your facts are just wrong, Senator."
2004-10-05,CHENEY,Rep,You also have a situation where you talk about credibility.
2004-10-05,CHENEY,Rep,"It's awfully hard to convey a sense of credibility to allies when you voted for the war and then you declared: Wrong war, wrong place, wrong time."
2004-10-05,CHENEY,Rep,"You voted for the war, and then you voted against supporting the troops when they needed the equipment, the fuel, the spare parts and the ammunition and the body armor."
2004-10-05,CHENEY,Rep,You're not credible on Iraq because of the enormous inconsistencies that John Kerry and you have cited time after time after time during the course of the campaign.
2004-10-05,CHENEY,Rep,"Whatever the political pressures of the moment requires, that's where you're at."
2004-10-05,CHENEY,Rep,"But you've not been consistent, and there's no indication at all that John Kerry has the conviction to successfully carry through on the war on terror."
2004-10-05,EDWARDS,Dem,May I respond briefly?
2004-10-05,EDWARDS,Dem,What the vice president has just said is just a complete distortion.
2004-10-05,EDWARDS,Dem,The American people saw John Kerry on Thursday night.
2004-10-05,EDWARDS,Dem,They don't need the vice president or the president to tell them what they saw.
2004-10-05,EDWARDS,Dem,"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe."
2004-10-05,EDWARDS,Dem,"He laid out his plan for success in Iraq, made it clear that we were committed to success in Iraq."
2004-10-05,EDWARDS,Dem,"We have to be, because we have troops on the ground there and because they have created a haven for terrorists."
2004-10-05,CHENEY,Rep,"Your rhetoric, Senator, would be a lot more credible if there was a record to back it up."
2004-10-05,CHENEY,Rep,There isn't.
2004-10-05,CHENEY,Rep,"And you cannot use ""talk tough"" during the course of a 90-minute debate in a presidential campaign to obscure a 30-year record in the United States Senate and, prior to that by John Kerry, who has consistently come down on the wrong side of all the major defense issues that he's faced as a public official."
2004-10-05,CHENEY,Rep,"I'm saying specifically that I don't believe he has the qualities we need in a commander in chief because I don't think, based on his record, that he would pursue the kind of aggressive policies that need to be pursued if we're going to defeat these terrorists."
2004-10-05,CHENEY,Rep,We need to battle them overseas so we don't have to battle them here at home.
2004-10-05,CHENEY,Rep,I'm not challenging John Kerry's patriotism.
2004-10-05,CHENEY,Rep,"I said in my acceptance speech in New York City at the Republican convention that we respected his service in Vietnam, and I got applause for that."
2004-10-05,CHENEY,Rep,We've never criticized his patriotism.
2004-10-05,CHENEY,Rep,What we've questioned is his judgment.
2004-10-05,CHENEY,Rep,"And his judgment's flawed, and the record's there for anybody who wants to look at it."
2004-10-05,CHENEY,Rep,"In 1984, when he ran for the Senate he opposed, or called for the elimination of a great many major weapons systems that were crucial to winning the Cold War and are important today to our overall forces."
2004-10-05,CHENEY,Rep,"When Saddam Hussein invaded Kuwait and occupied it in 1990 and '91, he stood up on the floor of the Senate and voted against going in to liberate Kuwait and push Saddam Hussein back to Iraq."
2004-10-05,CHENEY,Rep,"The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction."
2004-10-05,CHENEY,Rep,"And with respect to this particular operation, we've seen a situation in which, first, they voted to commit the troops, to send them to war, John Edwards and John Kerry, then they came back and when the question was whether or not you provide them with the resources they needed -- body armor, spare parts, ammunition -- they voted against it."
2004-10-05,CHENEY,Rep,I couldn't figure out why that happened initially.
2004-10-05,CHENEY,Rep,"And then I looked and figured out that what was happening was Howard Dean was making major progress in the Democratic primaries, running away with the primaries based on an anti-war record."
2004-10-05,CHENEY,Rep,"So they, in effect, decided they would cast an anti-war vote and they voted against the troops."
2004-10-05,CHENEY,Rep,"Now if they couldn't stand up to the pressures that Howard Dean represented, how can we expect them to stand up to Al Qaida?"
2004-10-05,EDWARDS,Dem,Thank you.
2004-10-05,EDWARDS,Dem,One thing that's very clear is that a long resume does not equal good judgment.
2004-10-05,EDWARDS,Dem,"I mean, we've seen over and over and over the misjudgments made by this administration."
2004-10-05,EDWARDS,Dem,"I want to go back to what the vice president just said, because it's a continuation of the things he's been doing, unfortunately, on the campaign trail; it's a continuation of what he began his first answer with tonight."
2004-10-05,EDWARDS,Dem,John Kerry has voted for the biggest military appropriations bill in the country's history.
2004-10-05,EDWARDS,Dem,John Kerry has voted for the biggest intelligence appropriations in the country's history.
2004-10-05,EDWARDS,Dem,"This vice president, when he was secretary of defense, cut over 80 weapons systems, including the very ones he's criticizing John Kerry for voting against."
2004-10-05,EDWARDS,Dem,"These are weapons systems, a big chunk of which, the vice president himself suggested we get rid of after the Cold War."
2004-10-05,EDWARDS,Dem,The reality is that John Kerry has consistently supported the very men that he served with in Vietnam and led.
2004-10-05,EDWARDS,Dem,"On the $87 billion, it was clear at the time of that vote that they had no plan to win the peace."
2004-10-05,EDWARDS,Dem,We're seeing the consequences of that everyday on the ground right now.
2004-10-05,EDWARDS,Dem,"We stood up and said: For our troops, we must have a plan to win the peace."
2004-10-05,EDWARDS,Dem,"We also thought it was wrong to have a $20 billion fund out of which $7.5 billion was going to go to a no-bid contract for Halliburton, the vice president's former company."
2004-10-05,EDWARDS,Dem,It was wrong then.
2004-10-05,EDWARDS,Dem,It's wrong now.
2004-10-05,CHENEY,Rep,"Well, Gwen, I think the record speaks for itself."
2004-10-05,CHENEY,Rep,These are two individuals who have been for the war when the headlines were good and against it when their poll ratings were bad.
2004-10-05,CHENEY,Rep,We have not seen the kind of consistency that a commander in chief has to have in order to be a leader in wartime and in order to be able to see the strategy through to victory.
2004-10-05,CHENEY,Rep,"If we want to win the war on terror, it seems to me it's pretty clear the choice is George Bush, not John Kerry."
2004-10-05,EDWARDS,Dem,John Kerry has been absolutely clear and consistent from the beginning that we must stay focused on the people who attacked us; that Saddam Hussein was a threat that needed to be addressed directly; that the weapons inspectors needed to have time to do their job.
2004-10-05,EDWARDS,Dem,"Had they had time to do their job, they would have discovered what we now know, that in fact Saddam Hussein had no weapons, that in fact Saddam Hussein has no connection with 9/11, that in fact Saddam Hussein has little or no connection with Al Qaida."
2004-10-05,EDWARDS,Dem,"Well, let's start with what we know."
2004-10-05,EDWARDS,Dem,What we know is that the president and the vice president have not done the work to build the coalition that we need -- dramatically different than the first Gulf War.
2004-10-05,EDWARDS,Dem,"We know that they haven't done it, and we know they can't do it."
2004-10-05,EDWARDS,Dem,"They didn't, by the way, just reject the allies going into lead- up to the war."
2004-10-05,EDWARDS,Dem,"They also rejected them in the effort to do the reconstruction in Iraq, and that has consequences."
2004-10-05,EDWARDS,Dem,"What we believe is, as part of our entire plan for Iraq -- and we have a plan for Iraq."
2004-10-05,EDWARDS,Dem,They have a plan for Iraq too: more of the same.
2004-10-05,EDWARDS,Dem,We have a plan for success.
2004-10-05,EDWARDS,Dem,And that plan includes speeding up the training of the military.
2004-10-05,EDWARDS,Dem,We have less than half of the staff that we need there to complete that training.
2004-10-05,EDWARDS,Dem,"Second, make sure that the reconstruction is sped up in a way that the Iraqis see some tangible benefit for what's happening."
2004-10-05,EDWARDS,Dem,"And by the way, if we need to, we can take Iraqis out of Iraq to train them."
2004-10-05,EDWARDS,Dem,It is not secure enough.
2004-10-05,EDWARDS,Dem,It's so dangerous on the ground that they can't be trained there.
2004-10-05,EDWARDS,Dem,We can take them out of Iraq for purposes of training.
2004-10-05,EDWARDS,Dem,We should do whatever has to be done to train the Iraqis and to speed up that process.
2004-10-05,EDWARDS,Dem,That works in conjunction with making sure the elections take place on time.
2004-10-05,EDWARDS,Dem,"Right now, the United Nations, which is responsible for the elections in January, has about 35 people there."
2004-10-05,EDWARDS,Dem,"Now, that's compared with a much smaller country like East Timor, where they had over 200 people on the ground."
2004-10-05,EDWARDS,Dem,"You need more than 35 people to hold an election in Cleveland, much less in Iraq."
2004-10-05,EDWARDS,Dem,"And they keep saying the election's on schedule, this is going to happen."
2004-10-05,EDWARDS,Dem,The reality is we need a new president with credibility with the rest of the world and who has a real plan for success.
2004-10-05,EDWARDS,Dem,"Success breeds contribution, breeds joining the coalition."
2004-10-05,EDWARDS,Dem,"Not only that, I want to go back to what the vice president said."
2004-10-05,EDWARDS,Dem,He attacks us about the troops.
2004-10-05,EDWARDS,Dem,"They sent 40,000 American troops into Iraq without the body armor they needed."
2004-10-05,EDWARDS,Dem,They sent them without the armored vehicles they needed.
2004-10-05,EDWARDS,Dem,"While they were on the ground fighting, they lobbied the Congress to cut their combat pay."
2004-10-05,EDWARDS,Dem,This is the height of hypocrisy.
2004-10-05,CHENEY,Rep,"Well, Gwen, it's hard to know where to start; there are so many inaccuracies there."
2004-10-05,CHENEY,Rep,The fact of the matter is the troops wouldn't have what they have today if you guys had had your way.
2004-10-05,CHENEY,Rep,You talk about internationalizing the effort.
2004-10-05,CHENEY,Rep,They don't have a plan.
2004-10-05,CHENEY,Rep,"Basically, it's an echo."
2004-10-05,CHENEY,Rep,You made the comment that the Gulf War coalition in '91 was far stronger than this.
2004-10-05,CHENEY,Rep,No.
2004-10-05,CHENEY,Rep,We had 34 countries then; we've got 30 today.
2004-10-05,CHENEY,Rep,We've got troops beside us.
2004-10-05,CHENEY,Rep,"It's hard, after John Kerry referred to our allies as a coalition of the coerced and the bribed, to go out and persuade people to send troops and to participate in this process."
2004-10-05,CHENEY,Rep,You end up with a situation in which -- talk about demeaning.
2004-10-05,CHENEY,Rep,"In effect, you demean the sacrifice of our allies when you say it's the wrong war, wrong place, wrong time, and oh, by the way, send troops."
2004-10-05,CHENEY,Rep,Makes no sense at all.
2004-10-05,CHENEY,Rep,It's totally inconsistent.
2004-10-05,CHENEY,Rep,There isn't a plan there.
2004-10-05,CHENEY,Rep,"Our most important ally in the war on terror, in Iraq specifically, is Prime Minister Allawi."
2004-10-05,CHENEY,Rep,He came recently and addressed a joint session of Congress that I presided over with the speaker of the House.
2004-10-05,CHENEY,Rep,"And John Kerry rushed out immediately after his speech was over with, where he came and he thanked America for our contributions and our sacrifice and pledged to hold those elections in January, went out and demeaned him, criticized him, challenged his credibility."
2004-10-05,CHENEY,Rep,That is not the way to win friends and allies.
2004-10-05,CHENEY,Rep,You're never going to add to the coalition with that kind of attitude.
2004-10-05,CHENEY,Rep,"IFILL: Senator Edwards, 30 seconds."
2004-10-05,EDWARDS,Dem,Thank you.
2004-10-05,EDWARDS,Dem,The vice president suggests that we have the same number of countries involved now that we had in the first Gulf War.
2004-10-05,EDWARDS,Dem,The first Gulf War cost the American people $5 billion.
2004-10-05,EDWARDS,Dem,"And regardless of what the vice president says, we're at $200 billion and counting."
2004-10-05,EDWARDS,Dem,"Not only that, 90 percent of the coalition casualties, Mr."
2004-10-05,EDWARDS,Dem,"Vice President, the coalition casualties, are American casualties."
2004-10-05,EDWARDS,Dem,Ninety percent of the cost of this effort are being borne by American taxpayers.
2004-10-05,EDWARDS,Dem,It is the direct result of the failures of this administration.
2004-10-05,CHENEY,Rep,Classic example.
2004-10-05,CHENEY,Rep,He won't count the sacrifice and the contribution of Iraqi allies.
2004-10-05,CHENEY,Rep,It's their country.
2004-10-05,CHENEY,Rep,They're in the fight.
2004-10-05,CHENEY,Rep,They're increasingly the ones out there putting their necks on the line to take back their country from the terrorists and the old regime elements that are still left.
2004-10-05,CHENEY,Rep,They're doing a superb job.
2004-10-05,CHENEY,Rep,And for you to demean their sacrifices strikes me as...
2004-10-05,EDWARDS,Dem,"Oh, I'm not..."
2004-10-05,CHENEY,Rep,as beyond...
2004-10-05,EDWARDS,Dem,I'm not demeaning...
2004-10-05,CHENEY,Rep,It is indeed.
2004-10-05,CHENEY,Rep,You suggested...
2004-10-05,EDWARDS,Dem,"No, sir, I did not..."
2004-10-05,CHENEY,Rep,"somehow they shouldn't count, because you want to be able to say that the Americans are taking 90 percent of the sacrifice."
2004-10-05,CHENEY,Rep,You cannot succeed in this effort if you're not willing to recognize the enormous contribution the Iraqis are increasingly making to their own future.
2004-10-05,CHENEY,Rep,"We'll win when they take on responsibility for governance, which they're doing, and when the take on responsibility for their own security, which they increasingly are doing."
2004-10-05,EDWARDS,Dem,Thanks.
2004-10-05,EDWARDS,Dem,"Well, let me speak, first of all, to what the vice president just said, and then I'll answer that question."
